0,0
64,0.4
68,0.45
72,0.5
75,0.55
77,0.6
79,0.65
80,0.7
84,0.75
88,0.8
96,0.85
104,0.9
112,0.95
121,1
134,1.05
143,1.1
167,1.15
189,1.2
223,1.25
263,1.3
318,1.35
430,1.4
669,1.45
995,1.5
1592,1.55
2548,1.6
3742,1.65
5096,1.7
6688,1.75
10098,1.8
15029,1.85
21045,1.9
28061,1.95
38191,2
51338,2.05
70038,2.1
102070,2.15
130740,2.2
161790,2.25
